-----Attacking Parameters:-----
Test folder:     /home/jonah/neuralnets/GTSRB_resnet/Test
Model prediction was class     5 with 99.723732% confidence

Model Confidence in true class 5:     99.723732%
Model prediction was class     5 with 99.723732% confidence

Model Confidence in true class 5:     99.683595%
Model prediction was class     5 with 99.683595% confidence

Model Confidence in true class 5:     99.683595%
Model prediction was class     5 with 99.683595% confidence

Reached max iterations, attack unsuccessful on image 11368.png

20 samples tested so far
---------------Testing image 11139.png---------------
Prior Model Confidence in true class 17:     99.839658% (before attack)
Prior Model prediction was class     17 with 99.839658% confidence (before attack)

Model Confidence in true class 17:     99.644417%
Model prediction was class     17 with 99.644417% confidence

Model Confidence in true class 17:     99.644417%
Model prediction was class     17 with 99.644417% confidence

Model Confidence in true class 17:     99.644417%
Model prediction was class     17 with 99.644417% confidence

Model Confidence in true class 17:     99.644417%
Model prediction was class     17 with 99.644417% confidence

Model Confidence in true class 17:     99.626487%
Model prediction was class     17 with 99.626487% confidence

Model Confidence in true class 17:     99.561226%
Model prediction was class     17 with 99.561226% confidence

Model Confidence in true class 17:     99.561226%
Model prediction was class     17 with 99.561226% confidence

Model Confidence in true class 17:     99.561226%
Model prediction was class     17 with 99.561226% confidence

Model Confidence in true class 17:     99.516785%
Model prediction was class     17 with 99.516785% confidence

Model Confidence in true class 17:     99.516785%
Model prediction was class     17 with 99.516785% confidence

Model Confidence in true class 17:     99.516785%
Model prediction was class     17 with 99.516785% confidence

Model Confidence in true class 17:     99.406403%
Model prediction was class     17 with 99.406403% confidence

Model Confidence in true class 17:     99.406403%
Model prediction was class     17 with 99.406403% confidence

Model Confidence in true class 17:     99.406403%
Model prediction was class     17 with 99.406403% confidence

Model Confidence in true class 17:     99.406403%
Model prediction was class     17 with 99.406403% confidence

Model Confidence in true class 17:     99.406403%
Model prediction was class     17 with 99.406403% confidence

Model Confidence in true class 17:     99.406403%
Model prediction was class     17 with 99.406403% confidence

Model Confidence in true class 17:     99.406403%
Model prediction was class     17 with 99.406403% confidence

Model Confidence in true class 17:     99.406403%
Model prediction was class     17 with 99.406403% confidence

Model Confidence in true class 17:     99.367732%
Model prediction was class     17 with 99.367732% confidence

Reached max iterations, attack unsuccessful on image 11139.png

---------------Testing image 01197.png---------------
Prior Model Confidence in true class 9:     99.929368% (before attack)
Prior Model prediction was class     9 with 99.929368% confidence (before attack)

Model Confidence in true class 9:     99.716657%
Model prediction was class     9 with 99.716657% confidence

Model Confidence in true class 9:     99.716657%
Model prediction was class     9 with 99.716657% confidence

Model Confidence in true class 9:     99.635279%
Model prediction was class     9 with 99.635279% confidence

Model Confidence in true class 9:     99.635279%
Model prediction was class     9 with 99.635279% confidence

Model Confidence in true class 9:     99.635279%
Model prediction was class     9 with 99.635279% confidence

Model Confidence in true class 9:     99.635279%
Model prediction was class     9 with 99.635279% confidence

Model Confidence in true class 9:     99.635279%
Model prediction was class     9 with 99.635279% confidence

Model Confidence in true class 9:     99.635279%
Model prediction was class     9 with 99.635279% confidence

Model Confidence in true class 9:     99.629140%
Model prediction was class     9 with 99.629140% confidence

Model Confidence in true class 9:     99.629140%
Model prediction was class     9 with 99.629140% confidence

Model Confidence in true class 9:     99.629140%
Model prediction was class     9 with 99.629140% confidence

Model Confidence in true class 9:     99.629140%
Model prediction was class     9 with 99.629140% confidence

Model Confidence in true class 9:     99.629140%
Model prediction was class     9 with 99.629140% confidence

Model Confidence in true class 9:     99.629140%
Model prediction was class     9 with 99.629140% confidence

Model Confidence in true class 9:     99.629140%
Model prediction was class     9 with 99.629140% confidence

Model Confidence in true class 9:     99.439865%
Model prediction was class     9 with 99.439865% confidence

Model Confidence in true class 9:     99.439865%
Model prediction was class     9 with 99.439865% confidence

Model Confidence in true class 9:     99.439865%
Model prediction was class     9 with 99.439865% confidence

Model Confidence in true class 9:     99.439865%
Model prediction was class     9 with 99.439865% confidence

Model Confidence in true class 9:     99.439865%
Model prediction was class     9 with 99.439865% confidence

Reached max iterations, attack unsuccessful on image 01197.png

---------------Testing image 04387.png---------------
Prior Model Confidence in true class 1:     96.434617% (before attack)
Prior Model prediction was class     1 with 96.434617% confidence (before attack)

Model Confidence in true class 1:     79.272240%
Model prediction was class     1 with 79.272240% confidence

Model Confidence in true class 1:     79.272240%
Model prediction was class     1 with 79.272240% confidence

Model Confidence in true class 1:     79.272240%
Model prediction was class     1 with 79.272240% confidence

Model Confidence in true class 1:     74.450451%
Model prediction was class     1 with 74.450451% confidence

Model Confidence in true class 1:     74.450451%
Model prediction was class     1 with 74.450451% confidence

Model Confidence in true class 1:     74.450451%
Model prediction was class     1 with 74.450451% confidence

Model Confidence in true class 1:     74.450451%
Model prediction was class     1 with 74.450451% confidence

Model Confidence in true class 1:     68.689787%
Model prediction was class     1 with 68.689787% confidence

Model Confidence in true class 1:     68.689787%
Model prediction was class     1 with 68.689787% confidence

Model Confidence in true class 1:     68.689787%
Model prediction was class     1 with 68.689787% confidence

Model Confidence in true class 1:     68.689787%
Model prediction was class     1 with 68.689787% confidence

Model Confidence in true class 1:     68.689787%
Model prediction was class     1 with 68.689787% confidence

Model Confidence in true class 1:     61.606246%
