-----Attacking Parameters:-----
Test folder:     /home/jonah/neuralnets/GTSRB_resnet/Test
Model Confidence in true class 13:     95.220566%
Model prediction was class     13 with 95.220566% confidence

Model Confidence in true class 13:     95.220566%
Model prediction was class     13 with 95.220566% confidence

Model Confidence in true class 13:     94.989520%
Model prediction was class     13 with 94.989520% confidence

Model Confidence in true class 13:     94.989520%
Model prediction was class     13 with 94.989520% confidence

Model Confidence in true class 13:     94.989520%
Model prediction was class     13 with 94.989520% confidence

Model Confidence in true class 13:     94.989520%
Model prediction was class     13 with 94.989520% confidence

Model Confidence in true class 13:     94.989520%
Model prediction was class     13 with 94.989520% confidence

Model Confidence in true class 13:     94.989520%
Model prediction was class     13 with 94.989520% confidence

Model Confidence in true class 13:     94.989520%
Model prediction was class     13 with 94.989520% confidence

Model Confidence in true class 13:     94.989520%
Model prediction was class     13 with 94.989520% confidence

Model Confidence in true class 13:     94.989520%
Model prediction was class     13 with 94.989520% confidence

Model Confidence in true class 13:     94.989520%
Model prediction was class     13 with 94.989520% confidence

Model Confidence in true class 13:     94.989520%
Model prediction was class     13 with 94.989520% confidence

Model Confidence in true class 13:     94.989520%
Model prediction was class     13 with 94.989520% confidence

Model Confidence in true class 13:     94.989520%
Model prediction was class     13 with 94.989520% confidence

Reached max iterations, attack unsuccessful on image 00051.png

---------------Testing image 08718.png---------------
Prior Model Confidence in true class 38:     99.317259% (before attack)
Prior Model prediction was class     38 with 99.317259% confidence (before attack)

Model Confidence in true class 38:     98.475718%
Model prediction was class     38 with 98.475718% confidence

Model Confidence in true class 38:     98.475718%
Model prediction was class     38 with 98.475718% confidence

Model Confidence in true class 38:     98.402321%
Model prediction was class     38 with 98.402321% confidence

Model Confidence in true class 38:     98.402321%
Model prediction was class     38 with 98.402321% confidence

Model Confidence in true class 38:     98.402321%
Model prediction was class     38 with 98.402321% confidence

Model Confidence in true class 38:     98.353505%
Model prediction was class     38 with 98.353505% confidence

Model Confidence in true class 38:     98.193765%
Model prediction was class     38 with 98.193765% confidence

Model Confidence in true class 38:     98.193765%
Model prediction was class     38 with 98.193765% confidence

Model Confidence in true class 38:     98.100382%
Model prediction was class     38 with 98.100382% confidence

Model Confidence in true class 38:     98.100382%
Model prediction was class     38 with 98.100382% confidence

Model Confidence in true class 38:     98.100382%
Model prediction was class     38 with 98.100382% confidence

Model Confidence in true class 38:     98.100382%
Model prediction was class     38 with 98.100382% confidence

Model Confidence in true class 38:     98.100382%
Model prediction was class     38 with 98.100382% confidence

Model Confidence in true class 38:     98.100382%
Model prediction was class     38 with 98.100382% confidence

Model Confidence in true class 38:     98.100382%
Model prediction was class     38 with 98.100382% confidence

Model Confidence in true class 38:     97.374153%
Model prediction was class     38 with 97.374153% confidence

Model Confidence in true class 38:     97.374153%
Model prediction was class     38 with 97.374153% confidence

Model Confidence in true class 38:     97.374153%
Model prediction was class     38 with 97.374153% confidence

Model Confidence in true class 38:     97.374153%
Model prediction was class     38 with 97.374153% confidence

Model Confidence in true class 38:     97.374153%
Model prediction was class     38 with 97.374153% confidence

Reached max iterations, attack unsuccessful on image 08718.png

---------------Testing image 11703.png---------------
Prior Model Confidence in true class 13:     99.896264% (before attack)
Prior Model prediction was class     13 with 99.896264% confidence (before attack)

Model Confidence in true class 13:     99.824226%
Model prediction was class     13 with 99.824226% confidence

Model Confidence in true class 13:     99.824226%
Model prediction was class     13 with 99.824226% confidence

Model Confidence in true class 13:     99.824226%
Model prediction was class     13 with 99.824226% confidence

Model Confidence in true class 13:     99.824226%
Model prediction was class     13 with 99.824226% confidence

Model Confidence in true class 13:     99.824226%
Model prediction was class     13 with 99.824226% confidence

Model Confidence in true class 13:     99.824226%
Model prediction was class     13 with 99.824226% confidence

Model Confidence in true class 13:     99.824226%
Model prediction was class     13 with 99.824226% confidence

Model Confidence in true class 13:     99.824226%
Model prediction was class     13 with 99.824226% confidence

Model Confidence in true class 13:     99.824226%
Model prediction was class     13 with 99.824226% confidence

Model Confidence in true class 13:     99.819177%
Model prediction was class     13 with 99.819177% confidence

Model Confidence in true class 13:     99.819177%
Model prediction was class     13 with 99.819177% confidence

Model Confidence in true class 13:     99.819177%
Model prediction was class     13 with 99.819177% confidence

Model Confidence in true class 13:     99.819177%
Model prediction was class     13 with 99.819177% confidence

Model Confidence in true class 13:     99.819177%
Model prediction was class     13 with 99.819177% confidence

Model Confidence in true class 13:     99.819177%
Model prediction was class     13 with 99.819177% confidence

Model Confidence in true class 13:     99.819177%
Model prediction was class     13 with 99.819177% confidence

Model Confidence in true class 13:     99.819177%
Model prediction was class     13 with 99.819177% confidence

Model Confidence in true class 13:     99.806613%
Model prediction was class     13 with 99.806613% confidence

Model Confidence in true class 13:     99.806613%
Model prediction was class     13 with 99.806613% confidence

Model Confidence in true class 13:     99.806613%
Model prediction was class     13 with 99.806613% confidence

Reached max iterations, attack unsuccessful on image 11703.png

---------------Testing image 06367.png---------------
Prior Model Confidence in true class 4:     83.799124% (before attack)
